accuracy_score;cost_per_task_cents;task_complexity;execution_time_seconds;;;
0.4221;0.0285;7;72.94;;;
0.5899;0.0136;5;31.16;;;
0.4;0.0372;10;94.22;;;
0.4;0.0392;8;102.14;;;
0.4;0.0208;9;45.72;;;
0.823;0.0112;3;26.91;;;
0.4765;0.0101;7;17.31;;;
0.677;0.0188;4;46.62;;;
0.4;0.0362;9;91.83;;;
0.4;0.0204;8;45.92;;;
0.7529;0.0101;2;25.25;;;
0.5655;0.0207;5;51.52;;;
0.5033;0.0218;8;51.28;;;
0.8244;0.0137;4;30.86;;;
0.8175;0.0238;3;65.01;;;
0.5822;0.0251;7;60.7;;;
0.5016;0.0344;6;89.68;;;
0.697;0.0148;4;33.89;;;
0.552;0.0126;6;25.56;;;
0.8218;0.0092;3;19.47;;;
0.6184;0.0141;4;30.76;;;
0.53;0.0141;7;29.36;;;
0.6615;0.0165;5;39.24;;;
0.5856;0.0149;6;32.4;;;
0.6907;0.0124;5;27.01;;;
0.4796;0.0289;6;75.62;;;
0.5727;0.0132;6;26.67;;;
0.642;0.0205;4;53.77;;;
0.6378;0.0187;5;45.5;;;
0.8757;0.0128;2;31.85;;;
0.6509;0.01;5;19.24;;;
0.7372;0.0159;3;39.38;;;
0.5684;0.0217;7;52.4;;;
0.4155;0.0326;9;81.95;;;
0.7442;0.0185;4;46.17;;;
0.6313;0.0144;6;31.45;;;
0.5607;0.0126;6;25.25;;;
0.4;0.0484;10;126.19;;;
0.5364;0.0129;6;28.45;;;
0.5666;0.029;6;76.08;;;
0.4155;0.0353;8;90.67;;;
0.7654;0.0097;3;20.59;;;
0.5518;0.0314;5;82.83;;;
0.531;0.0201;7;46.09;;;
0.6766;0.0163;4;40.28;;;
0.4744;0.0321;7;81.4;;;
0.4211;0.0211;8;45.74;;;
0.7355;0.0182;4;45.53;;;
0.4987;0.032;7;82.97;;;
0.6412;0.0211;6;50.92;;;
0.4;0.02;9;46.48;;;
0.4;0.0334;10;81.12;;;
0.5622;0.0173;4;42.51;;;
0.6037;0.0234;6;58.97;;;
0.4055;0.0224;9;51.57;;;
0.4;0.0341;8;86.64;;;
0.4921;0.0221;7;53.72;;;
0.4367;0.0144;7;29.93;;;
0.4688;0.0129;7;24.79;;;
0.5097;0.0283;7;71.95;;;
0.5656;0.0259;8;62.64;;;
0.5425;0.0119;6;23.73;;;
0.5876;0.0226;5;56.67;;;
0.4;0.0358;10;89.7;;;
0.5626;0.0113;6;23.07;;;
0.6395;0.0122;5;25.51;;;
0.46;0.0301;8;75.42;;;
0.7833;0.0092;2;21.28;;;
0.4;0.0153;8;31.39;;;
0.5041;0.0088;7;13.69;;;
0.7454;0.0098;3;22.63;;;
0.4803;0.0099;7;14.89;;;
0.6413;0.0302;6;77.25;;;
0.5497;0.0222;6;55.87;;;
0.6514;0.0228;5;57.73;;;
0.4589;0.0116;9;17.46;;;
0.5493;0.027;6;68.57;;;
0.7634;0.0163;4;38.82;;;
0.4;0.0254;10;58.13;;;
0.4;0.0469;9;125.23;;;
0.8403;0.011;3;27.46;;;
0.7803;0.013;2;33.16;;;
0.4;0.0384;10;96.85;;;
0.4412;0.0138;9;22.54;;;
0.5682;0.0111;7;20.52;;;
0.4;0.0171;9;33.36;;;
0.6089;0.0282;5;74.59;;;
0.4;0.0293;9;70.39;;;
0.7041;0.0145;4;34.01;;;
0.5844;0.0199;6;46.75;;;
0.4528;0.0308;8;78.41;;;
0.5459;0.0336;6;89.08;;;
0.563;0.0134;6;27.74;;;
0.5008;0.0451;7;121.73;;;
0.6589;0.019;3;48.82;;;
0.7228;0.0106;4;24.01;;;
0.6812;0.011;5;22.4;;;
0.6783;0.0103;4;21.91;;;
0.6878;0.0105;6;18.7;;;
0.5582;0.0294;6;75.74;;;
0.8094;0.0129;2;33.69;;;
0.4229;0.0153;7;31.46;;;
0.5633;0.0146;6;32.08;;;
0.6579;0.0297;6;76.94;;;
0.5686;0.0295;6;75.94;;;
0.5026;0.0136;7;27.13;;;
0.6158;0.0131;5;29.27;;;
0.7042;0.0185;3;47.67;;;
0.7734;0.0116;3;27.3;;;
0.4;0.0316;10;76.32;;;
0.4;0.0248;10;57.03;;;
0.6734;0.0271;4;72.35;;;
0.5381;0.014;6;29.68;;;
0.4;0.0267;9;63.36;;;
0.5054;0.0104;7;18.39;;;
0.7672;0.0076;3;15.99;;;
0.6524;0.0185;5;43.56;;;
0.4389;0.0352;9;87.1;;;
0.7851;0.0189;3;47.9;;;
0.6749;0.0075;4;13.28;;;
0.4857;0.0194;8;44.38;;;
0.693;0.0206;4;54.08;;;
0.9128;0.0118;2;30.05;;;
0.4663;0.0251;8;61.81;;;
0.7607;0.022;3;57.89;;;
0.6988;0.0202;5;50.34;;;
0.6677;0.0134;3;31.96;;;
0.8189;0.0116;3;25.95;;;
0.5274;0.0094;6;15.23;;;
0.4;0.016;9;29.44;;;
0.4415;0.0199;8;44.75;;;
0.4688;0.026;7;64.77;;;
0.5849;0.0112;6;20.01;;;
0.6288;0.0188;4;45.82;;;
0.4571;0.0288;10;69.49;;;
0.5946;0.025;6;62.69;;;
0.695;0.0074;4;13.75;;;
0.6524;0.0233;4;58.85;;;
0.4886;0.0279;7;69.93;;;
0.4;0.0253;10;57.91;;;
0.4;0.0521;9;140.27;;;
0.4;0.0268;8;66.11;;;
0.4703;0.0237;7;57.67;;;
0.5605;0.0119;6;24.13;;;
0.5544;0.0266;8;64.19;;;
0.605;0.0066;6;8.21;;;
0.4568;0.0286;8;70.46;;;
0.4;0.0376;10;94.71;;;
0.5359;0.0205;7;46.46;;;
0.609;0.0129;6;26.65;;;
0.5473;0.0121;7;22.16;;;
0.4496;0.0159;7;33.83;;;
0.5887;0.0195;6;47.09;;;
0.646;0.0243;5;61.61;;;
0.6688;0.0085;4;16.15;;;
0.4;0.0396;10;100.21;;;
0.4;0.0394;10;100.13;;;
0.7066;0.0179;4;45.24;;;
0.7584;0.0187;4;46.16;;;
0.5909;0.0136;5;30.41;;;
0.6235;0.0136;5;27.95;;;
0.6494;0.0111;4;25.83;;;
0.4;0.0318;10;77.99;;;
0.854;0.0196;3;52.21;;;
0.7339;0.0125;4;28.58;;;
0.7557;0.0074;4;12.55;;;
0.5805;0.0141;5;32.5;;;
0.5597;0.0235;6;58.63;;;
0.4714;0.0199;9;41.65;;;
0.6241;0.0106;5;21.95;;;
0.6736;0.0076;5;11.62;;;
0.7075;0.0111;5;23.74;;;
0.4871;0.0106;7;17.37;;;
0.5843;0.0351;6;92.35;;;
0.7531;0.0102;3;22.85;;;
0.4654;0.033;9;82.5;;;
0.7915;0.0185;4;46.12;;;
0.6687;0.0084;6;15.07;;;
0.6744;0.0136;4;31.92;;;
0.6024;0.013;6;24.19;;;
0.4393;0.0256;7;63.81;;;
0.4;0.0209;8;47.29;;;
0.5351;0.0168;7;36.89;;;
0.4802;0.0128;7;23.61;;;
0.5068;0.0208;7;49.23;;;
0.7485;0.017;3;43.1;;;
0.4963;0.0151;7;30.81;;;
0.7109;0.0108;4;24.48;;;
0.5797;0.0135;5;29.29;;;
0.5592;0.0134;5;29.76;;;
0.656;0.033;5;89.44;;;
0.4245;0.0222;8;52.19;;;
0.5624;0.0314;5;83.88;;;
0.5231;0.0164;6;36.77;;;
0.5983;0.0108;5;22.07;;;
0.7064;0.0088;4;16.59;;;
0.5351;0.0228;7;56.97;;;
0.4;0.0311;10;73.48;;;
0.6393;0.0119;5;25;;;
0.6805;0.0199;4;49.83;;;
0.4654;0.0202;7;47.04;;;
0.519;0.0259;8;62.94;;;
0.8637;0.0088;2;20.65;;;
0.5359;0.0138;7;28.74;;;
0.738;0.0113;3;25.26;;;
0.6381;0.0102;4;20.49;;;
0.5558;0.0106;6;19.11;;;
0.5318;0.0166;7;37.7;;;
0.5937;0.0102;6;19.85;;;
0.4;0.0378;9;96.03;;;
0.481;0.0178;7;40.32;;;
0.5764;0.0336;6;88.16;;;
0.731;0.0254;4;65.68;;;
0.6254;0.0211;5;53.65;;;
0.6001;0.0079;6;12.79;;;
0.7415;0.0082;3;17.45;;;
0.4;0.0238;9;54.91;;;
0.495;0.017;7;37.09;;;
0.9079;0.0088;2;20.54;;;
0.4;0.0286;9;67.48;;;
0.4656;0.0307;8;76.31;;;
0.4695;0.0194;8;43.73;;;
0.7259;0.0148;3;36.6;;;
0.4;0.0471;10;123.93;;;
0.7876;0.0066;3;13.3;;;
0.6995;0.0175;5;41.39;;;
0.9498;0.0084;2;19.54;;;
0.7834;0.0062;3;11.87;;;
0.4648;0.0202;9;43.05;;;
0.6358;0.03;5;79.09;;;
0.5226;0.0153;7;32.96;;;
0.4505;0.0176;9;37.38;;;
0.5597;0.0145;6;31.45;;;
0.5229;0.0201;7;47.23;;;
0.7101;0.0178;4;44.63;;;
0.6696;0.0149;5;36.81;;;
0.4;0.0371;10;91.74;;;
0.6928;0.01;4;20.72;;;
0.6024;0.02;6;47.15;;;
0.4892;0.0193;8;42.48;;;
0.4605;0.0104;6;19.32;;;
0.4668;0.0237;8;56.38;;;
0.4566;0.0177;7;40.35;;;
0.7761;0.0167;3;42.7;;;
0.4644;0.0195;8;42.67;;;
0.7481;0.0136;4;29.9;;;
0.7606;0.0111;3;26.45;;;
0.6463;0.0095;5;17.58;;;
0.4929;0.0094;7;14.32;;;
0.7602;0.0064;4;10.75;;;
0.4;0.0177;10;33.6;;;
0.4317;0.0433;8;117.03;;;
0.4315;0.0177;8;37.67;;;
0.4226;0.0179;9;36.28;;;
0.6227;0.0253;6;63.33;;;
0.7751;0.0152;3;38.13;;;
0.4;0.0416;10;106.41;;;
0.6298;0.0261;5;65.67;;;
0.7469;0.0086;3;19.04;;;
0.6501;0.0245;5;60.7;;;
0.5293;0.0151;6;32.79;;;
0.7826;0.0174;3;44.72;;;
0.5579;0.0117;6;22.99;;;
0.6874;0.0153;5;36.57;;;
0.5281;0.0106;6;20.21;;;
0.4884;0.0124;7;24.3;;;
0.4583;0.0237;9;54.7;;;
0.5769;0.019;6;43.91;;;
0.6544;0.022;5;54.33;;;
0.7497;0.0141;4;32.98;;;
0.6412;0.0272;5;72.3;;;
0.6691;0.0146;3;35.71;;;
0.7159;0.0327;5;87.64;;;
0.6107;0.0234;5;60.27;;;
0.6114;0.0138;5;30.96;;;
0.4;0.0303;10;72.16;;;
0.418;0.0224;8;51.73;;;
0.5911;0.0096;5;18.77;;;
0.4873;0.0383;7;102.32;;;
0.4;0.0257;8;61.2;;;
0.6216;0.0094;5;18.3;;;
0.4935;0.0104;8;16.27;;;
0.5938;0.0198;5;50.55;;;
0.5412;0.0349;6;91.63;;;
0.4;0.0327;10;78.4;;;
0.618;0.0219;5;57;;;
0.9027;0.0066;2;12.94;;;
0.4878;0.0215;7;50.89;;;
0.4;0.0385;9;100.61;;;
0.6268;0.0268;6;68.06;;;
0.4;0.0277;9;65.96;;;
0.4575;0.0283;8;68.99;;;
0.556;0.0096;6;16.88;;;
0.5778;0.0155;6;34.64;;;
0.5489;0.0166;7;35.56;;;
0.7703;0.0066;2;13.81;;;
0.6371;0.0109;4;24.06;;;
0.5776;0.0119;5;24.62;;;
0.6751;0.0204;4;52.97;;;
0.4574;0.027;7;66.88;;;
0.603;0.015;5;34.73;;;
0.545;0.0084;6;12.2;;;
0.4;0.0371;10;93.95;;;
0.5287;0.0197;6;48.09;;;
0.608;0.0119;5;24.56;;;
0.619;0.0157;5;36.9;;;
0.5946;0.0261;5;67.49;;;
0.5902;0.0164;6;37.53;;;
0.4;0.049;10;128.53;;;
0.7444;0.0224;4;57.73;;;
0.4255;0.0165;9;33.03;;;
0.6565;0.019;5;47.39;;;
0.623;0.0105;6;19.75;;;
0.5165;0.0152;7;31.73;;;
0.6374;0.0075;4;12.58;;;
0.4;0.0194;10;41.66;;;
0.4311;0.0242;7;60.29;;;
0.661;0.019;5;47.84;;;
0.6143;0.019;6;45.4;;;
0.7109;0.0206;4;52.82;;;
0.4492;0.0293;7;75.6;;;
0.524;0.0472;7;127.31;;;
0.7317;0.0125;3;29.15;;;
0.5406;0.0173;6;39.59;;;
0.4738;0.0132;7;26.16;;;
0.5767;0.0234;6;58.11;;;
0.6763;0.0233;5;58.39;;;
0.7129;0.0177;4;42.42;;;
0.7138;0.0172;3;44.32;;;
0.8903;0.0066;2;14.54;;;
0.5341;0.0144;5;33.44;;;
0.5292;0.0154;7;34.15;;;
0.5388;0.0134;5;29.44;;;
0.4942;0.0155;8;31.99;;;
0.5575;0.0101;7;16.32;;;
0.5639;0.0196;6;45.94;;;
0.4;0.0196;9;43.24;;;
0.7303;0.0086;3;20.41;;;
0.4;0.0308;8;77.91;;;
0.8413;0.0035;2;5.06;;;
0.701;0.012;4;27.43;;;
0.4194;0.0487;8;131.93;;;
0.5804;0.0184;5;44.77;;;
0.5293;0.0125;6;24.35;;;
0.6493;0.012;6;22.03;;;
0.4941;0.0161;8;32.67;;;
0.4618;0.0247;8;58.28;;;
0.6621;0.0142;5;30.86;;;
0.6852;0.0127;4;28.98;;;
0.4;0.0245;9;56.96;;;
0.6027;0.0154;7;33.76;;;
0.4164;0.0327;9;81.06;;;
0.5667;0.0165;5;38.07;;;
0.5591;0.0138;6;29.82;;;
0.4618;0.0153;8;32.04;;;
0.5838;0.0194;6;47.25;;;
0.7073;0.0062;3;11.21;;;
0.4;0.0445;10;115.87;;;
0.5108;0.0224;8;51.93;;;
0.7066;0.0109;4;23.16;;;
0.6992;0.0113;5;22.28;;;
0.6709;0.0199;6;47.11;;;
0.6135;0.0261;6;66.92;;;
0.5821;0.0219;5;54.09;;;
0.5219;0.021;6;50.38;;;
0.5699;0.0161;6;34.89;;;
0.6557;0.0232;5;58.56;;;
0.483;0.0373;7;99.09;;;
0.4633;0.0211;7;51.01;;;
0.5218;0.0194;7;46.22;;;
0.4944;0.0181;6;42.15;;;
0.5459;0.0236;6;59.64;;;
0.7835;0.0103;4;21.87;;;
0.4248;0.016;8;33.52;;;
0.6661;0.014;5;30.78;;;
0.4;0.0362;9;91.71;;;
0.7008;0.0073;3;16.1;;;
0.4724;0.031;8;76.91;;;
0.468;0.0201;7;46.85;;;
0.6863;0.0089;4;19.33;;;
0.491;0.016;8;31.67;;;
0.4;0.0446;10;116.2;;;
0.538;0.0221;6;55.54;;;
0.4432;0.015;7;31.04;;;
0.5504;0.0211;6;51.4;;;
0.5631;0.0263;6;66.02;;;
0.4;0.0217;10;48.42;;;
0.7217;0.022;3;59.23;;;
0.5473;0.0144;7;30.1;;;
0.6244;0.0094;5;17.45;;;
0.8334;0.0107;2;27.05;;;
0.6421;0.0104;3;24.71;;;
0.6084;0.0203;8;46.73;;;
0.4;0.0235;10;53.33;;;
0.9116;0.0094;2;23.38;;;
0.6638;0.0116;5;23.37;;;
0.6004;0.0162;6;35.73;;;
0.4107;0.0151;8;29.96;;;
0.4847;0.0109;8;17.74;;;
0.4773;0.0158;7;33.88;;;
0.4556;0.0196;8;43.66;;;
0.5736;0.0162;6;36.94;;;
0.4202;0.0162;7;36.13;;;
0.5336;0.0199;8;43.69;;;
0.6728;0.0145;5;33.34;;;
0.777;0.0077;2;16.45;;;
0.4145;0.0401;9;101.8;;;
0.7481;0.015;3;36.64;;;
0.4609;0.0453;7;122.38;;;
0.5232;0.0185;8;41.35;;;
0.8519;0.0074;3;16.05;;;
0.4;0.0176;9;36.5;;;
0.7233;0.0113;4;25.76;;;
0.7375;0.0161;5;39.1;;;
0.4969;0.0109;6;21.08;;;
0.7548;0.0108;3;25.03;;;
0.6489;0.0112;5;23.26;;;
0.4337;0.0146;8;29.39;;;
0.6961;0.0168;4;41.16;;;
0.4;0.0347;10;85.91;;;
0.7299;0.014;3;34.45;;;
0.5703;0.0159;6;34.96;;;
0.4009;0.0336;9;83.13;;;
0.4149;0.0156;9;29.47;;;
0.529;0.0181;5;42.53;;;
0.6123;0.0133;6;28.38;;;
0.6425;0.0099;5;18.58;;;
0.5448;0.0119;7;21.67;;;
0.6553;0.0139;5;30.94;;;
0.4464;0.0279;8;67.94;;;
0.8061;0.0105;3;23.39;;;
0.4;0.0239;10;53.18;;;
0.7218;0.0096;3;19.87;;;
0.8633;0.0123;3;30.7;;;
0.8732;0.012;2;29.67;;;
0.6603;0.0125;4;29.98;;;
0.7588;0.0108;3;24.23;;;
0.7091;0.0102;3;22.03;;;
0.4;0.0332;9;83.09;;;
0.4405;0.0067;8;6.03;;;
0.4028;0.0337;9;86.29;;;
0.5624;0.0216;6;53.31;;;
0.6471;0.0113;6;22.29;;;
0.5853;0.0126;5;29.43;;;
0.5493;0.0149;6;32.13;;;
0.4;0.029;9;71.18;;;
0.5164;0.0303;6;80.12;;;
0.7657;0.0141;4;32.23;;;
0.6053;0.0222;5;56.24;;;
0.5584;0.0253;7;60.87;;;
0.6168;0.0171;4;41.31;;;
0.5955;0.0301;7;77.57;;;
0.5643;0.0141;6;30.42;;;
0.4709;0.0177;7;40.09;;;
0.5585;0.0236;8;54.94;;;
0.4481;0.0182;7;40.84;;;
0.6664;0.01;3;23.55;;;
0.6218;0.0152;4;36.11;;;
0.527;0.0139;8;26.64;;;
0.4;0.0186;8;40.79;;;
0.4958;0.0239;7;58.44;;;
0.4;0.0133;10;21.29;;;
0.5808;0.026;6;65.87;;;
0.6948;0.0093;4;18.35;;;
0.4907;0.0243;6;62.8;;;
0.5329;0.0235;7;57.92;;;
0.8753;0.0056;2;10.93;;;
0.5459;0.013;7;26.94;;;
0.7153;0.0171;4;41.66;;;
0.5687;0.0106;7;18.25;;;
0.6202;0.0224;5;56.57;;;
0.5113;0.02;7;46.57;;;
0.6048;0.0175;4;42.66;;;
0.7514;0.0059;3;9.02;;;
0.4;0.0194;10;40.18;;;
0.6504;0.0191;4;48.27;;;
0.6929;0.0174;3;44.61;;;
0.6718;0.0116;4;26.26;;;
0.586;0.0181;7;40.94;;;
0.8047;0.0083;2;18.32;;;
0.6072;0.0137;6;28.95;;;
0.5829;0.0085;7;13.57;;;
0.5342;0.0126;7;23.23;;;
0.5912;0.0119;5;24.42;;;
0.528;0.0133;6;28.67;;;
0.4;0.0152;8;30.18;;;
0.4;0.0152;9;29.79;;;
0.5248;0.0242;7;59.19;;;
0.5873;0.0147;5;33.82;;;
0.5023;0.0235;7;57.92;;;
0.7869;0.0102;3;21.89;;;
0.4506;0.0185;8;41.85;;;
0.6555;0.0265;5;68.98;;;
0.7082;0.0127;4;29.4;;;
0.8147;0.0053;2;11.19;;;
0.4662;0.0186;8;40.76;;;
0.5863;0.0261;6;66.43;;;
0.5922;0.0186;5;46.29;;;
0.4;0.0488;10;126.51;;;
0.5532;0.014;6;29.99;;;
0.6498;0.0084;5;14.52;;;
0.4494;0.0261;8;63.85;;;
0.4585;0.0231;8;53.03;;;
0.4189;0.0102;8;15.49;;;
0.4918;0.0185;6;44.37;;;
0.493;0.0156;7;33.85;;;
0.5102;0.0141;6;29.92;;;
0.6646;0.0114;5;23.27;;;
0.4607;0.0364;8;94.61;;;
0.4808;0.0128;7;25.27;;;
0.5032;0.0302;7;77.64;;;
0.6577;0.0176;5;43.35;;;
0.6522;0.018;5;44.23;;;
0.6266;0.0098;6;18.38;;;
0.8199;0.0126;2;30.49;;;
0.529;0.0171;6;38.52;;;
0.6214;0.0118;4;25.14;;;
0.6059;0.011;4;24.96;;;
0.7837;0.0087;2;20.49;;;
0.6618;0.0276;5;73.14;;;
0.612;0.0163;5;40.46;;;
0.4129;0.0208;9;45.82;;;
0.7286;0.0078;4;14.8;;;
0.4707;0.0228;8;53.53;;;
0.6211;0.0231;6;57.3;;;
0.4;0.0228;9;51.02;;;
0.481;0.0146;8;29.7;;;
0.54;0.0264;6;68.09;;;
0.4755;0.0151;7;32.56;;;
0.4;0.0313;10;76.71;;;
0.6501;0.015;4;38.17;;;
0.5964;0.0123;5;26.43;;;
0.6066;0.0129;6;28.57;;;
0.4927;0.012;7;21.24;;;
0.4647;0.0124;7;22.88;;;
0.5802;0.0047;6;1;;;
0.4;0.0231;9;50.82;;;
0.5395;0.0101;7;18.08;;;
0.4;0.0381;10;94.84;;;
0.7028;0.0283;4;74.94;;;
0.4045;0.0406;8;107.08;;;
0.4545;0.0167;8;35.18;;;
0.5289;0.0217;7;49.95;;;
0.4;0.038;10;96.68;;;
0.5086;0.014;6;30.18;;;
0.7462;0.0101;4;19.46;;;
0.4;0.022;10;48.34;;;
0.4;0.0211;9;46.07;;;
0.5931;0.0189;5;44.57;;;
0.6966;0.0085;4;17.15;;;
0.4;0.0255;9;60.03;;;
0.4487;0.0197;7;45.46;;;
0.468;0.031;7;78.71;;;
0.5311;0.0101;7;17.23;;;
0.4;0.031;9;74.82;;;
0.7431;0.0096;3;21.72;;;
0.4415;0.0202;8;44.43;;;
0.6096;0.0111;5;23;;;
0.5114;0.0337;7;87.04;;;
0.4698;0.0198;8;46.08;;;
0.5843;0.0249;6;61.88;;;
0.6193;0.0317;6;85.04;;;
0.5662;0.0161;7;36.3;;;
0.6379;0.0145;5;32.88;;;
0.7231;0.017;4;41.1;;;
0.5371;0.0119;6;23.96;;;
0.4;0.0231;10;50.97;;;
0.4;0.0228;9;51.34;;;
0.4311;0.0299;8;76;;;
0.5234;0.0383;6;104.61;;;
0.4137;0.0388;9;99.84;;;
0.7601;0.0085;3;18.21;;;
0.5126;0.0266;6;67.9;;;
0.4976;0.0087;7;12.54;;;
0.4;0.0335;10;81.23;;;
0.6341;0.018;5;44.43;;;
0.6415;0.0107;5;22.73;;;
0.4992;0.0324;8;82.27;;;
0.4476;0.0312;8;78.38;;;
0.4;0.0168;10;31.96;;;
0.5691;0.0301;7;75.63;;;
0.6821;0.0187;3;48.26;;;
0.4851;0.0131;7;26.17;;;
0.7072;0.018;4;44.27;;;
0.664;0.0307;4;83.88;;;
0.7516;0.0243;4;63.96;;;
0.5236;0.0527;7;144.5;;;
0.5723;0.0114;7;20.64;;;
0.741;0.013;4;28.32;;;
0.6871;0.0136;3;33.66;;;
0.4821;0.0302;7;77.41;;;
0.7625;0.0119;4;27.42;;;
0.4876;0.0204;8;45.67;;;
0.6948;0.0089;4;17.67;;;
0.5381;0.0405;6;108.98;;;
0.7874;0.0145;3;37.31;;;
0.764;0.0149;4;36.22;;;
0.739;0.0138;3;36.44;;;
0.5539;0.0214;7;50.98;;;
0.7548;0.0087;3;19.8;;;
0.8046;0.0084;2;18.88;;;
0.4;0.0276;8;68.35;;;
0.4303;0.0261;9;61.12;;;
0.6963;0.0223;5;56.06;;;
0.567;0.0102;5;21.23;;;
0.6223;0.0133;6;28.26;;;
0.5713;0.0144;7;29.67;;;
0.6544;0.0103;5;19.09;;;
0.5669;0.0274;7;67.93;;;
0.4;0.0189;8;41.48;;;
0.7174;0.0151;5;33.81;;;
0.6921;0.0127;5;26.79;;;
0.5902;0.0085;6;13.9;;;
0.544;0.0179;7;40.64;;;
0.4;0.0417;9;109.71;;;
0.6595;0.0228;4;58.78;;;
0.7911;0.0093;3;19.95;;;
0.4091;0.0356;9;90.02;;;
0.5535;0.012;5;25.7;;;
0.4;0.0325;10;78.49;;;
0.5957;0.0151;6;32.35;;;
0.6813;0.0155;5;35.85;;;
0.4;0.0199;10;41.74;;;
0.4068;0.0135;8;25.3;;;
0.4;0.0378;10;94.71;;;
0.6505;0.0116;5;24;;;
0.5685;0.0148;7;31.93;;;
0.4;0.0286;9;68.46;;;
0.6671;0.0126;5;25.79;;;
0.4191;0.0139;8;26.18;;;
0.6078;0.0201;5;48.65;;;
0.4898;0.0188;7;42.24;;;
0.5087;0.0171;7;38.04;;;
0.4214;0.0189;8;41.44;;;
0.599;0.0087;5;15.31;;;
0.7061;0.0083;4;15.69;;;
0.7914;0.0092;3;18.31;;;
0.6004;0.0159;6;36.46;;;
0.7083;0.0135;4;31.87;;;
0.4834;0.0326;8;82.96;;;
0.6823;0.0104;4;22.57;;;
0.727;0.02;4;53.68;;;
0.5691;0.036;7;93.1;;;
0.7401;0.0069;4;11.94;;;
0.6516;0.0097;4;22.07;;;
0.8528;0.0053;2;10.03;;;
0.4453;0.0418;9;109.75;;;
0.6819;0.0187;4;47.18;;;
0.5655;0.0193;7;44.24;;;
0.5205;0.0148;6;32.51;;;
0.4354;0.0201;8;44.22;;;
0.4;0.0543;10;143.75;;;
0.7197;0.0133;4;32.4;;;
0.496;0.0056;7;4.95;;;
0.7312;0.0063;3;11.03;;;
0.7964;0.0056;2;10.51;;;
0.6585;0.0285;4;76.44;;;
0.7676;0.0241;4;62.5;;;
0.4;0.0349;10;86.87;;;
0.5939;0.0105;5;21.12;;;
0.7331;0.018;5;43.26;;;
0.543;0.0336;7;87.48;;;
0.5759;0.0182;7;41.08;;;
0.4;0.0181;10;35.7;;;
0.5555;0.0105;7;18.39;;;
0.4;0.0217;10;47.33;;;
0.5699;0.016;6;36.86;;;
0.8071;0.0064;2;13.7;;;
0.5952;0.0239;5;60.18;;;
0.6612;0.0103;4;21.3;;;
0.451;0.0107;8;16.69;;;
0.5299;0.011;6;21.31;;;
0.4994;0.0269;7;67.5;;;
0.6563;0.0101;5;20.13;;;
0.4777;0.0288;8;71.76;;;
0.5637;0.012;6;23.93;;;
0.6232;0.0115;6;23.29;;;
0.548;0.0083;6;13.55;;;
0.6822;0.0123;4;27.67;;;
0.5969;0.0165;7;36.77;;;
0.4596;0.0116;7;21.33;;;
0.4;0.0271;10;63.33;;;
0.5472;0.0124;6;23.02;;;
0.6961;0.0099;4;18.33;;;
0.5787;0.0369;7;96.96;;;
0.6882;0.0146;4;32.11;;;
0.6566;0.0105;4;24.04;;;
0.6639;0.0268;4;72.53;;;
0.6614;0.0202;5;50.08;;;
0.4;0.018;9;36.8;;;
0.5312;0.0436;7;116.22;;;
0.4;0.037;10;92.42;;;
0.6327;0.0096;5;17.38;;;
0.4811;0.024;8;57.43;;;
0.6112;0.0133;6;28.73;;;
0.8323;0.006;3;11.66;;;
0.6346;0.0128;4;30.21;;;
0.4499;0.0459;7;124.14;;;
0.6495;0.0304;5;81.41;;;
0.4154;0.0197;9;42.52;;;
0.4;0.0215;9;49.89;;;
0.6041;0.011;5;23.99;;;
0.4276;0.0244;9;58.5;;;
0.7115;0.0231;4;59.96;;;
0.7013;0.0231;4;62.33;;;
0.8232;0.012;2;29.55;;;
0.4828;0.0146;7;29.93;;;
0.4183;0.027;8;63.95;;;
0.5314;0.0238;7;57.74;;;
0.5485;0.0132;7;25.2;;;
0.6452;0.0073;6;7.58;;;
0.6366;0.0165;4;40.08;;;
0.5717;0.0211;6;52.8;;;
0.6836;0.0191;5;46.99;;;
0.4693;0.017;8;37.74;;;
0.6862;0.0115;4;26.2;;;
0.5968;0.0183;4;46.14;;;
0.4526;0.0191;8;42.14;;;
0.4985;0.0224;8;51.26;;;
0.773;0.0091;3;20.6;;;
0.6261;0.0243;4;64.76;;;
0.512;0.0136;7;27.44;;;
0.8655;0.0082;2;19.1;;;
0.5426;0.0466;7;125.6;;;
0.4652;0.0191;7;43.05;;;
0.5534;0.0137;6;28.76;;;
0.5095;0.0238;7;56.37;;;
0.8452;0.0072;3;16.19;;;
0.6376;0.0115;5;25.58;;;
0.5136;0.0145;8;28.53;;;
0.453;0.0305;7;79.41;;;
0.706;0.0081;4;16.06;;;
0.4628;0.0211;8;47.99;;;
0.6594;0.0138;5;29.03;;;
0.4;0.019;10;37.44;;;
0.4613;0.0171;8;37.1;;;
0.6566;0.0119;4;26.83;;;
0.4;0.0332;8;84.57;;;
0.4655;0.0251;8;60.23;;;
0.5686;0.0184;7;38.86;;;
0.709;0.0195;4;49.34;;;
0.5841;0.0285;5;75.32;;;
0.624;0.0166;5;41.14;;;
0.6579;0.0144;6;30.38;;;
0.6689;0.0144;4;34.08;;;
0.6846;0.0261;4;68.01;;;
0.545;0.0119;6;23.02;;;
0.6804;0.0193;4;49.89;;;
